,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3096,Bachelors,2012,1.0,1,36,1,0,3,0
3097,Bachelors,2017,0.0,2,33,0,0,2,0
3098,Masters,2014,0.0,3,33,1,0,2,0
3099,Masters,2018,0.0,3,40,1,0,2,1
3100,Bachelors,2015,0.5,2,34,0,0,2,1
3101,Bachelors,2014,1.0,3,33,0,0,1,0
3102,Masters,2015,0.0,1,34,1,0,5,1
3103,Masters,2017,0.0,1,40,1,0,5,0
3104,Bachelors,2014,1.0,3,32,1,0,4,0
3105,Bachelors,2017,0.0,3,38,1,0,2,0
3106,Bachelors,2015,1.0,3,38,1,0,4,0
3107,Bachelors,2015,1.0,3,32,1,0,2,0
3108,Bachelors,2013,1.0,3,31,0,1,3,1
3109,Bachelors,2015,1.0,3,39,0,0,0,0
3110,Masters,2017,0.5,2,41,1,1,2,0
3111,Bachelors,2015,0.5,2,35,0,1,2,1
3112,Bachelors,2016,0.5,3,39,1,0,5,0
3113,Bachelors,2014,1.0,3,40,0,0,0,0
3114,Bachelors,2016,1.0,3,41,1,0,1,0
3115,Masters,2015,0.5,2,34,0,0,1,0
3116,Bachelors,2016,0.5,2,37,0,0,5,1
3117,Bachelors,2017,0.0,2,36,1,0,2,0
3118,Bachelors,2015,0.5,3,37,1,0,1,0
3119,Masters,2015,0.5,1,40,0,0,1,0
3120,Bachelors,2018,0.0,3,39,0,1,0,1
3121,Bachelors,2017,0.0,2,36,0,0,5,0
3122,Bachelors,2015,1.0,2,32,0,0,2,1
3123,PHD,2015,0.5,3,31,0,0,1,0
3124,Bachelors,2012,1.0,3,31,1,0,4,0
3125,Bachelors,2013,0.0,3,36,0,0,5,0
3126,Bachelors,2014,1.0,3,35,1,0,3,0
3127,Masters,2013,0.0,2,33,0,0,2,1
3128,Bachelors,2014,1.0,3,39,1,1,1,0
3129,Bachelors,2015,0.5,3,35,0,0,1,1
3130,Bachelors,2013,1.0,3,38,0,0,4,0
3131,Masters,2017,1.0,3,39,0,0,4,1
3133,Bachelors,2014,0.5,2,35,1,0,2,1
3134,Bachelors,2016,0.5,3,31,1,0,1,0
3135,Bachelors,2017,0.0,2,32,0,0,4,1
3136,Bachelors,2016,0.0,3,34,1,0,1,0
3137,Bachelors,2014,1.0,3,34,1,1,3,0
3138,Masters,2014,0.0,3,36,1,0,1,1
3139,Masters,2017,1.0,2,41,1,0,4,0
3140,Masters,2017,0.5,2,39,0,0,3,0
3141,Masters,2017,0.0,2,38,1,0,5,0
3143,Bachelors,2015,1.0,3,38,1,0,3,1
3144,Bachelors,2014,1.0,3,37,1,0,4,0
3145,Bachelors,2017,1.0,3,34,1,0,5,0
3146,Bachelors,2014,1.0,1,39,1,0,5,0
3147,Masters,2017,0.0,2,38,0,0,2,1
3148,Masters,2017,0.0,3,33,1,0,5,0
3149,Bachelors,2012,1.0,3,33,0,0,5,0
3150,Bachelors,2012,1.0,3,34,1,0,4,0
3151,Bachelors,2016,0.5,2,32,0,0,0,1
3152,Bachelors,2012,1.0,3,33,0,1,0,0
3153,Masters,2013,0.5,3,37,1,0,2,0
3154,Masters,2015,0.0,3,37,1,0,2,1
3155,Bachelors,2013,0.0,3,37,1,0,2,0
3156,Bachelors,2017,1.0,3,40,1,1,1,0
3157,Masters,2016,0.0,3,32,1,0,1,0
3158,Bachelors,2016,1.0,3,36,0,0,5,1
3159,Bachelors,2014,1.0,3,36,1,0,4,0
3160,Bachelors,2014,1.0,3,36,0,0,1,1
3161,Masters,2017,0.0,3,31,1,0,1,1
3162,Bachelors,2015,1.0,3,38,1,1,4,0
3163,Masters,2017,0.0,3,38,1,0,2,0
3164,Bachelors,2012,0.5,3,39,1,0,2,0
3165,Bachelors,2014,1.0,1,37,1,0,5,0
3166,Bachelors,2015,0.5,2,36,0,0,1,1
3167,Bachelors,2013,1.0,3,35,1,0,2,1
3168,Bachelors,2013,0.5,3,40,0,0,5,1
3169,Bachelors,2014,0.5,3,40,1,0,5,0
3170,Bachelors,2017,1.0,3,35,0,0,3,0
3171,Bachelors,2012,1.0,3,41,0,0,5,0
3172,Bachelors,2015,1.0,3,32,1,0,4,0
3173,Bachelors,2013,1.0,3,41,1,0,2,0
3174,Bachelors,2016,0.0,3,40,0,0,1,1
3175,Bachelors,2017,0.5,3,40,1,0,3,0
3176,Bachelors,2017,1.0,3,34,1,0,3,1
3177,Masters,2017,0.0,2,36,1,1,2,0
3178,Bachelors,2017,0.0,3,33,0,0,2,0
3179,Bachelors,2014,0.5,3,41,1,0,2,0
3180,Bachelors,2014,1.0,3,40,0,0,3,0
3181,Bachelors,2016,1.0,3,31,1,0,1,1
3182,Masters,2015,1.0,3,32,0,0,2,1
3183,Bachelors,2017,0.5,3,34,0,0,1,1
3184,Bachelors,2016,0.0,3,32,1,0,4,0
3185,Bachelors,2013,1.0,3,32,0,0,4,0
3186,Bachelors,2014,1.0,3,38,1,0,2,0
3187,Masters,2017,0.0,3,32,1,0,1,1
3188,Bachelors,2015,0.0,3,40,1,0,2,0
3189,Bachelors,2017,0.0,1,38,0,0,1,1
3190,Bachelors,2017,0.5,3,37,1,0,0,0
3191,PHD,2014,1.0,3,31,1,0,1,0
3192,Bachelors,2014,0.5,3,34,1,0,0,0
3193,Masters,2017,0.0,2,34,0,0,2,1
3194,Bachelors,2013,0.5,2,37,0,0,0,1
3195,Masters,2017,0.0,2,31,1,0,1,0
3196,Bachelors,2017,1.0,3,35,1,0,5,0
3197,PHD,2015,0.0,3,34,0,0,4,0
3198,Bachelors,2012,1.0,1,32,1,0,1,1
3199,Bachelors,2017,0.5,3,31,1,1,0,0
3200,Bachelors,2015,1.0,3,36,0,0,5,0
3201,Masters,2017,0.0,3,38,0,0,2,0
3202,Bachelors,2015,0.5,3,34,1,0,4,0
3203,Bachelors,2013,1.0,1,39,0,0,1,1
3204,PHD,2013,0.5,3,35,1,0,0,0
3205,Masters,2015,0.5,2,33,1,0,4,1
3206,Masters,2014,1.0,3,35,0,0,2,1
3207,Masters,2015,0.0,3,40,1,0,2,0
3208,Bachelors,2015,0.5,2,32,0,0,0,1
3209,Bachelors,2013,1.0,3,38,1,0,1,0
3210,Bachelors,2012,1.0,3,32,0,0,1,1
3211,Bachelors,2018,1.0,3,36,1,0,3,1
3212,Bachelors,2012,1.0,3,35,1,0,1,0
3213,Bachelors,2013,0.0,3,37,0,0,0,0
3214,Bachelors,2015,0.5,2,35,1,0,3,1
3215,Masters,2017,0.5,2,37,0,0,1,0
3216,Masters,2017,0.5,2,39,1,0,4,0
3217,Masters,2014,0.5,3,40,1,0,4,1
3218,Bachelors,2012,0.5,2,41,0,0,1,1
3219,Bachelors,2018,0.5,3,41,1,1,0,1
3220,Masters,2017,0.5,2,39,0,0,2,0
3221,Bachelors,2012,1.0,3,38,0,0,5,0
3222,Bachelors,2013,1.0,3,33,1,0,3,0
3223,Bachelors,2014,1.0,3,36,0,0,3,0
3224,Bachelors,2017,1.0,3,41,1,0,5,0
3225,PHD,2012,0.0,3,40,0,0,5,0
3226,Bachelors,2013,1.0,3,31,0,0,4,1
3227,Bachelors,2012,1.0,3,33,0,0,1,0
3228,Bachelors,2015,1.0,3,39,1,1,2,0
3229,Masters,2014,0.5,2,33,0,0,5,0
3230,Bachelors,2015,1.0,3,35,1,0,0,0
3231,Masters,2012,0.0,3,38,1,0,2,0
3232,Bachelors,2016,1.0,3,36,0,0,0,0
3233,Bachelors,2014,0.5,2,36,0,0,2,1
3234,Bachelors,2015,1.0,1,35,1,0,5,0
3235,Bachelors,2017,0.5,2,34,0,0,5,1
3236,Bachelors,2015,0.5,2,41,0,0,3,1
3237,Bachelors,2016,0.5,3,32,0,0,3,1
3238,Bachelors,2017,0.5,2,41,0,0,2,1
3239,Bachelors,2016,1.0,3,36,1,0,0,0
3240,Bachelors,2017,0.5,2,39,1,0,3,0
3241,Bachelors,2015,1.0,3,38,1,1,2,0
3242,Bachelors,2014,1.0,3,34,1,0,3,1
3243,Bachelors,2012,1.0,3,39,0,0,5,0
3244,Bachelors,2017,0.5,3,36,1,0,1,0
3245,Bachelors,2014,1.0,3,35,1,0,1,0
3246,Masters,2018,1.0,3,31,1,0,2,1
3247,Bachelors,2012,1.0,3,41,0,0,4,0
3248,Bachelors,2017,1.0,3,35,0,0,4,0
3249,Bachelors,2015,1.0,1,40,1,0,2,0
3250,Bachelors,2018,1.0,3,33,0,0,4,1
3252,PHD,2018,1.0,3,36,0,0,3,1
3253,Bachelors,2012,1.0,3,40,1,0,0,0
3254,Bachelors,2017,0.0,2,36,1,0,0,0
3255,Masters,2015,0.0,3,38,0,0,0,0
3256,Bachelors,2014,0.0,2,31,0,0,4,1
3257,Bachelors,2016,0.5,3,40,1,0,4,0
3258,Bachelors,2017,1.0,3,37,0,0,4,0
3259,Bachelors,2015,0.0,3,38,0,0,0,0
3260,Masters,2017,0.0,2,35,0,0,2,0
3261,PHD,2018,0.0,3,35,0,0,0,1
3262,Bachelors,2012,1.0,3,38,0,0,3,0
3263,Bachelors,2012,0.5,3,31,0,0,5,0
3264,Masters,2016,0.0,3,33,0,0,1,0
3265,Bachelors,2013,0.5,2,32,0,0,1,1
3266,Bachelors,2017,1.0,1,39,1,0,0,0
3267,Bachelors,2018,0.0,3,35,0,0,2,1
3268,Bachelors,2014,0.0,3,38,0,0,5,0
3269,Bachelors,2015,1.0,3,32,1,0,0,0
3270,Bachelors,2017,1.0,3,34,0,0,2,0
3271,Bachelors,2017,1.0,3,41,1,0,1,0
3272,Masters,2012,1.0,3,40,0,0,5,0
3273,Bachelors,2012,0.5,2,32,1,0,1,1
3274,Bachelors,2013,1.0,3,35,1,0,0,0
3275,PHD,2013,0.0,1,36,0,0,3,0
3276,Bachelors,2013,1.0,3,40,0,0,4,0
3277,Bachelors,2018,0.5,2,35,0,0,2,1
3278,Masters,2017,0.0,2,37,0,0,4,0
3279,Bachelors,2017,1.0,3,34,1,0,3,0
3280,Bachelors,2012,0.5,3,36,1,0,1,0
3281,Bachelors,2015,0.0,3,37,1,0,4,0
3282,Bachelors,2014,1.0,3,39,1,0,5,0
3283,Bachelors,2017,0.0,2,39,0,0,0,0
3284,Masters,2018,0.0,3,38,1,0,2,1
3285,Bachelors,2013,0.0,3,37,0,0,1,0
3286,Bachelors,2012,0.0,2,33,0,0,0,1
3287,PHD,2014,1.0,3,38,0,0,3,0
3288,Masters,2017,0.0,2,40,0,0,2,1
3289,Bachelors,2012,1.0,3,41,1,0,5,0
3290,Bachelors,2013,1.0,2,38,0,0,1,1
3292,Bachelors,2014,1.0,3,39,1,0,5,1
3293,Bachelors,2018,1.0,3,35,1,0,1,1
3294,Masters,2017,0.0,3,39,0,0,5,1
3295,Bachelors,2015,0.5,2,31,0,0,1,1
3296,Bachelors,2012,0.5,3,33,1,0,2,0
3297,Bachelors,2017,0.5,3,33,1,0,2,0
3298,Bachelors,2013,0.5,3,32,1,0,2,0
3299,Bachelors,2015,0.5,2,40,0,0,4,1
3300,Bachelors,2013,0.0,3,38,0,0,4,0
3301,Bachelors,2016,1.0,3,34,1,1,2,0
3302,Bachelors,2016,1.0,1,39,1,0,2,0
3303,Bachelors,2012,1.0,3,38,1,0,2,0
3304,Masters,2017,0.0,2,31,0,0,2,1
3305,Bachelors,2017,1.0,3,35,0,0,5,0
3306,Bachelors,2013,1.0,3,31,1,0,2,0
3307,Bachelors,2012,0.5,3,33,1,0,1,0
3308,Bachelors,2015,0.5,2,37,0,0,3,1
3309,Masters,2018,0.0,3,40,0,0,2,1
3310,Bachelors,2014,1.0,3,38,1,0,0,0
3311,Bachelors,2012,1.0,3,31,1,1,5,0
3312,PHD,2014,1.0,3,39,1,0,1,0
3313,Bachelors,2016,0.0,3,40,1,0,0,0
3314,Bachelors,2017,0.5,3,36,0,0,0,1
3315,Bachelors,2015,1.0,3,39,0,0,3,1
3316,Bachelors,2012,1.0,3,39,1,0,0,0
3317,Bachelors,2013,1.0,3,35,0,0,0,0
3319,Bachelors,2013,1.0,3,35,1,0,5,0
3320,Masters,2017,1.0,3,34,0,0,4,0
3321,Bachelors,2014,1.0,3,41,1,0,4,0
3323,Bachelors,2013,1.0,3,40,1,0,1,0
3324,Masters,2017,0.5,3,31,1,0,3,1
3325,Masters,2014,0.0,3,33,1,0,3,0
3326,Bachelors,2017,0.5,2,33,0,0,2,1
3327,Bachelors,2016,1.0,3,39,0,0,5,0
3328,Bachelors,2016,1.0,3,41,1,0,1,1
3329,Bachelors,2017,1.0,3,32,1,0,5,0
3330,Bachelors,2014,0.5,2,39,0,0,5,1
3331,Bachelors,2014,1.0,3,31,1,0,1,0
3332,Bachelors,2012,1.0,3,40,1,0,3,0
3333,Masters,2018,0.0,3,34,1,0,2,1
3334,Bachelors,2018,0.0,3,37,1,0,4,1
3337,Bachelors,2015,1.0,2,39,0,0,0,1
3338,Bachelors,2014,0.5,3,37,1,0,1,0
3339,Masters,2014,0.0,3,37,1,0,2,0
3340,Masters,2017,0.0,3,32,1,0,2,0
3341,Bachelors,2014,0.0,3,37,1,0,3,0
3342,Bachelors,2017,1.0,3,36,0,0,3,0
3343,Bachelors,2015,0.5,2,40,0,0,2,1
3344,Bachelors,2014,1.0,3,40,1,0,0,0
3345,Bachelors,2012,0.5,3,32,1,0,3,0
3346,Bachelors,2012,1.0,3,37,1,0,3,1
3347,Bachelors,2017,0.5,3,40,0,0,1,1
3349,Bachelors,2017,1.0,3,34,0,1,0,0
3350,Bachelors,2012,1.0,3,37,1,0,3,0
3351,Bachelors,2017,1.0,3,35,1,0,3,0
3352,Bachelors,2017,0.5,3,37,0,0,2,0
3353,Bachelors,2012,0.0,3,35,0,0,2,0
3354,Bachelors,2014,1.0,3,31,1,0,0,1
3355,Bachelors,2016,1.0,3,41,1,0,4,0
3356,Masters,2017,0.0,3,37,0,0,3,0
3357,Bachelors,2018,0.5,3,40,1,0,0,1
3358,Bachelors,2018,1.0,1,36,1,1,1,0
3359,PHD,2018,0.0,3,37,0,0,2,1
3362,Bachelors,2018,0.5,3,37,1,0,5,1
3363,Bachelors,2016,0.5,3,38,1,0,0,0
3364,Bachelors,2017,1.0,2,37,1,0,2,1
3365,Bachelors,2016,0.5,3,32,1,0,1,1
3366,Bachelors,2016,1.0,3,31,1,0,3,0
3367,Bachelors,2013,1.0,1,40,1,0,2,0
3369,Bachelors,2015,1.0,3,31,1,0,1,0
3370,Masters,2017,0.5,2,36,1,0,2,0
3371,Bachelors,2017,1.0,3,38,1,1,2,0
3372,Bachelors,2014,0.5,3,37,0,0,5,1
3373,Bachelors,2014,0.5,3,34,0,0,2,1
3374,Bachelors,2013,1.0,3,41,1,1,2,1
3375,Bachelors,2015,0.5,2,32,0,0,3,1
3376,Bachelors,2015,0.5,3,34,1,0,5,0
3377,PHD,2013,1.0,3,39,1,0,2,1
3378,Masters,2013,0.0,2,32,1,0,2,1
3379,Bachelors,2012,1.0,3,31,0,0,3,0
3380,PHD,2016,0.0,3,40,1,0,1,0
3381,Bachelors,2015,1.0,3,37,0,0,0,0
3382,Masters,2017,0.0,3,40,0,0,0,0
3383,Bachelors,2013,1.0,3,31,1,0,1,0
3384,Bachelors,2017,1.0,3,32,1,0,2,0
3385,Bachelors,2017,1.0,3,34,0,1,1,0
3386,Masters,2013,0.5,2,41,1,0,2,1
3387,Masters,2015,0.0,3,37,1,0,2,0
3388,Bachelors,2015,1.0,3,40,0,0,1,0
3389,Masters,2017,0.5,2,35,1,0,2,0
3390,Bachelors,2012,1.0,3,39,1,0,3,0
3391,Bachelors,2017,0.5,3,41,1,0,4,0
3392,Bachelors,2015,1.0,3,36,1,0,4,0
3393,Bachelors,2014,1.0,3,32,1,0,5,0
3395,Bachelors,2013,1.0,3,32,1,0,0,0
3396,Bachelors,2017,1.0,3,36,1,0,2,0
3397,Bachelors,2013,1.0,3,40,1,0,4,0
3398,Bachelors,2018,1.0,3,32,1,1,1,1
3399,Bachelors,2016,1.0,3,38,1,0,1,0
3400,Bachelors,2018,1.0,3,41,1,0,4,1
3401,Masters,2017,0.5,2,35,1,0,3,1
3402,Bachelors,2016,1.0,3,36,0,0,1,0
3403,Bachelors,2014,1.0,3,35,0,0,4,0
3404,Bachelors,2016,1.0,3,31,1,0,2,0
3405,PHD,2015,0.5,3,37,1,0,2,0
3406,Bachelors,2013,1.0,3,41,0,0,4,0
3407,Bachelors,2013,1.0,3,31,1,0,0,0
3409,Bachelors,2015,0.0,3,32,1,0,1,0
3412,Bachelors,2014,1.0,3,33,1,0,1,1
3414,Bachelors,2016,1.0,1,34,1,1,2,1
3415,Bachelors,2017,0.5,2,33,1,0,1,0
3416,Bachelors,2012,1.0,3,38,0,0,4,1
3417,Bachelors,2013,1.0,3,35,1,0,3,1
3418,Bachelors,2017,0.5,3,31,1,0,1,0
3419,Bachelors,2013,0.5,3,37,1,0,2,0
3420,Bachelors,2012,1.0,3,32,0,0,2,1
3421,Bachelors,2013,0.5,3,34,1,1,5,0
3422,PHD,2013,1.0,2,41,1,0,2,1
3423,Masters,2015,0.0,3,32,1,0,0,1
3424,Bachelors,2013,1.0,3,39,1,0,2,0
3425,Bachelors,2012,1.0,3,31,1,1,0,1
3426,Bachelors,2017,0.0,2,41,1,0,1,0
3427,Bachelors,2016,1.0,3,36,1,0,2,0
3428,Bachelors,2017,1.0,2,38,0,0,5,1
3429,Bachelors,2012,1.0,3,32,1,0,5,0
3430,Bachelors,2018,0.5,3,35,0,0,3,1
3431,Bachelors,2017,1.0,3,39,1,0,2,0
3433,Bachelors,2013,0.5,3,33,1,0,4,0
3434,Bachelors,2013,0.5,3,32,1,1,5,0
3435,Bachelors,2017,1.0,3,35,1,0,1,1
3437,Masters,2014,0.5,3,39,1,0,4,0
3438,Bachelors,2016,1.0,3,40,1,0,0,1
3440,Masters,2015,0.5,1,38,0,0,0,0
3441,Bachelors,2017,0.0,3,40,1,0,1,0
3442,Bachelors,2013,1.0,3,34,0,0,2,0
3443,Bachelors,2013,1.0,3,31,1,1,4,0
3444,Bachelors,2014,0.0,3,40,0,0,3,1
3445,Bachelors,2013,1.0,3,37,1,0,2,0
3446,Bachelors,2012,0.0,3,33,1,0,3,0
3447,Bachelors,2015,1.0,3,36,1,1,4,0
3449,Bachelors,2014,1.0,3,34,1,0,5,0
3450,Bachelors,2013,1.0,3,35,1,0,0,1
3451,Masters,2014,0.0,3,39,1,0,2,0
3453,Masters,2014,0.0,3,34,1,0,5,0
3454,Bachelors,2017,0.5,2,32,0,0,2,1
3455,Bachelors,2015,0.0,3,32,0,0,2,0
3456,Bachelors,2014,1.0,3,33,1,0,5,1
3457,Masters,2017,0.0,2,34,1,0,2,1
3458,Masters,2016,1.0,3,35,0,0,1,1
3459,Masters,2017,0.0,3,35,1,1,2,0
3460,Bachelors,2014,0.5,2,38,0,0,3,1
3461,Bachelors,2016,1.0,3,37,1,0,0,0
3463,Bachelors,2015,1.0,3,41,1,0,0,0
3464,Masters,2017,1.0,3,40,1,0,4,1
3465,Bachelors,2017,1.0,3,39,0,0,3,0
3466,Bachelors,2017,0.5,2,32,1,0,2,0
3467,Bachelors,2018,0.0,3,40,1,1,4,1
3468,Bachelors,2016,1.0,3,40,1,0,0,0
3469,Bachelors,2016,1.0,3,41,0,0,1,1
3471,Masters,2017,0.5,1,38,1,0,0,1
3472,Bachelors,2018,1.0,3,41,0,0,2,1
3473,Bachelors,2015,0.0,2,33,0,0,4,1
3474,Bachelors,2012,1.0,3,41,1,1,0,0
3475,Bachelors,2017,0.0,2,35,0,0,5,0
3476,Bachelors,2013,1.0,3,36,1,0,5,0
3477,Bachelors,2013,0.5,3,37,1,0,1,0
3478,Bachelors,2013,0.0,1,37,0,0,1,0
3480,Bachelors,2017,1.0,3,38,0,0,2,0
3481,Bachelors,2013,0.5,2,34,0,0,1,1
3482,Bachelors,2017,0.5,2,33,0,0,4,1
3483,Bachelors,2013,1.0,3,32,0,0,1,0
3484,Masters,2014,1.0,3,38,0,0,4,1
3486,Masters,2016,0.0,3,41,1,0,5,1
3487,Masters,2014,0.5,3,36,0,0,2,0
3488,Bachelors,2017,0.0,3,34,0,0,2,1
3489,Bachelors,2017,1.0,3,34,1,1,0,0
3490,Bachelors,2016,1.0,3,35,1,0,4,0
3491,Masters,2015,0.0,3,38,1,0,1,0
3492,Bachelors,2016,1.0,3,32,1,1,5,0
3493,Bachelors,2015,0.5,3,37,0,0,2,1
3494,Bachelors,2017,1.0,2,32,0,0,2,1
3495,Masters,2017,0.0,2,36,1,0,3,0
3497,Bachelors,2017,0.5,3,37,0,0,5,0
3498,Bachelors,2018,1.0,3,34,0,0,3,1
3499,Bachelors,2016,0.5,3,31,1,0,0,1
3501,Bachelors,2015,0.0,3,35,0,0,3,0
3502,Bachelors,2015,1.0,3,37,0,0,5,0
3504,Masters,2017,1.0,2,40,0,1,2,0
3505,Bachelors,2015,1.0,3,39,1,0,5,1
3507,Bachelors,2015,0.5,2,36,0,1,1,1
3508,Bachelors,2014,1.0,3,35,0,0,2,0
3509,Masters,2013,1.0,3,37,0,0,3,1
3510,Bachelors,2013,0.0,3,41,0,0,1,0
3511,Masters,2017,0.0,2,40,1,0,2,0
3513,Masters,2013,0.0,3,40,0,0,2,1
3514,Bachelors,2015,1.0,3,39,1,0,5,0
3515,Masters,2015,0.5,2,33,0,0,4,0
3516,Bachelors,2012,1.0,3,36,1,0,1,1
3517,Bachelors,2012,1.0,3,36,1,0,5,0
3518,Bachelors,2015,1.0,3,38,1,0,3,0
3519,Bachelors,2017,0.0,2,37,0,0,5,0
3520,Masters,2017,0.0,3,34,0,0,2,0
3521,Bachelors,2013,1.0,3,31,1,0,2,1
3522,Bachelors,2013,1.0,3,38,1,0,5,0
3523,Bachelors,2017,1.0,3,36,1,0,3,0
3524,Bachelors,2012,1.0,3,40,1,0,1,0
3525,Bachelors,2017,1.0,3,41,1,0,5,1
3526,Bachelors,2015,1.0,3,31,0,0,4,0
3527,Bachelors,2017,0.0,3,41,1,0,2,0
3528,Bachelors,2015,0.0,3,31,0,0,3,0
3529,Bachelors,2017,0.5,3,31,0,0,0,1
3530,Bachelors,2017,0.0,2,37,1,0,0,0
3531,Bachelors,2012,0.5,3,39,1,0,0,0
3532,Bachelors,2014,1.0,3,38,1,0,3,0
3533,Bachelors,2013,0.5,3,40,0,0,2,1
3534,Bachelors,2013,0.5,3,36,1,0,1,0
3535,Bachelors,2016,1.0,3,41,1,0,3,0
3536,Bachelors,2018,1.0,3,32,0,0,2,1
3537,Masters,2018,1.0,3,40,0,0,3,1
3539,Bachelors,2014,0.0,3,33,1,0,3,0
3540,Bachelors,2012,1.0,3,32,1,0,4,0
3541,Bachelors,2018,1.0,3,41,1,0,5,1
3543,Bachelors,2016,1.0,3,31,1,0,0,0
3546,Masters,2018,0.5,3,31,1,0,2,1
3547,Bachelors,2017,0.0,3,35,0,0,5,0
3548,Bachelors,2015,0.5,1,32,0,0,5,1
3549,Masters,2017,0.0,3,41,0,0,2,0
3550,Masters,2017,0.0,2,36,0,0,1,0
3551,Masters,2017,0.5,3,35,1,0,1,0
3552,Masters,2017,0.0,3,35,1,0,1,1
3553,Bachelors,2015,0.0,3,33,1,0,1,0
3554,Bachelors,2014,1.0,3,38,0,0,4,0
3555,Bachelors,2015,0.0,2,33,0,0,3,1
3556,Masters,2018,0.0,3,31,0,1,2,1
3557,PHD,2015,1.0,3,31,1,0,3,0
3558,Bachelors,2013,1.0,3,37,1,0,5,0
3559,Bachelors,2014,1.0,3,32,1,0,1,0
3560,Bachelors,2017,1.0,3,33,1,0,3,0
3561,Bachelors,2014,1.0,3,37,1,0,5,0
3562,Bachelors,2012,1.0,3,32,1,0,3,0
3563,Bachelors,2015,0.5,3,40,0,1,2,1
3564,Bachelors,2014,0.5,1,40,0,0,1,1
3566,Masters,2017,1.0,2,39,0,0,2,1
3567,PHD,2016,0.0,3,41,1,0,1,0
3568,PHD,2014,0.0,3,32,0,0,0,0
3569,Bachelors,2017,1.0,3,38,1,0,0,1
3570,Masters,2017,0.0,2,31,0,1,2,0
3571,Bachelors,2018,1.0,3,38,1,1,3,1
3572,Bachelors,2016,1.0,3,32,1,0,4,0
3573,Bachelors,2017,0.5,2,35,0,0,5,1
3574,Bachelors,2013,1.0,3,34,1,0,5,0
3575,Bachelors,2018,1.0,3,38,1,1,1,1
3576,Bachelors,2014,0.5,1,36,0,0,1,1
3577,Bachelors,2015,1.0,3,34,0,1,2,0
3578,Masters,2015,0.0,3,39,0,0,2,0
3579,Masters,2017,0.0,1,40,0,0,0,0
3580,Bachelors,2016,1.0,3,38,1,1,1,0
3581,Bachelors,2015,0.5,3,35,1,0,3,0
3582,Bachelors,2014,0.5,2,31,1,0,3,1
3583,Bachelors,2017,0.5,3,41,1,0,2,0
3585,Bachelors,2018,1.0,3,33,1,0,5,1
3586,Bachelors,2017,0.0,2,33,1,0,5,0
3587,Bachelors,2016,0.0,3,31,0,1,4,0
3588,Masters,2013,0.0,3,35,1,0,4,0
3589,Bachelors,2016,1.0,3,37,0,0,1,0
3590,Bachelors,2015,1.0,3,31,1,0,5,0
3591,Bachelors,2012,1.0,3,35,1,0,1,1
3592,Bachelors,2014,1.0,3,32,1,0,3,0
3593,Bachelors,2015,1.0,3,32,0,0,0,0
3594,Bachelors,2017,1.0,3,40,0,0,5,0
3595,Bachelors,2012,1.0,3,34,1,0,5,0
3596,Bachelors,2014,0.5,3,37,1,0,4,0
3597,PHD,2015,1.0,3,40,1,0,3,0
3600,Bachelors,2013,1.0,3,33,1,0,1,0
3602,Masters,2017,0.0,2,41,1,0,3,1
3603,Masters,2017,0.0,1,36,0,0,0,0
3604,Bachelors,2016,1.0,3,33,1,0,1,0
3605,Bachelors,2014,0.5,3,31,1,0,5,0
3606,Bachelors,2013,0.5,2,34,0,0,3,1
3607,Bachelors,2017,1.0,3,31,1,0,1,0
3608,Bachelors,2016,0.0,2,36,0,0,4,1
3610,Bachelors,2015,0.5,2,39,0,1,1,1
3611,Bachelors,2014,0.5,3,31,1,0,3,0
3612,Bachelors,2015,0.0,3,40,1,0,3,1
3614,Bachelors,2015,1.0,3,32,0,0,4,0
3615,Bachelors,2014,1.0,3,34,1,0,1,0
3617,Bachelors,2014,1.0,1,39,1,0,2,0
3620,Bachelors,2018,0.5,2,34,0,0,4,1
3621,Bachelors,2017,0.5,3,38,1,1,1,0
3622,Masters,2017,0.0,2,33,1,0,2,0
3623,Bachelors,2014,1.0,3,41,1,0,5,0
3624,Masters,2017,0.5,1,39,1,0,0,0
3625,Masters,2013,0.5,3,39,1,0,2,0
3627,Bachelors,2012,1.0,3,40,1,0,4,0
3629,Bachelors,2015,1.0,3,34,1,0,0,0
3630,Bachelors,2013,1.0,3,32,1,0,5,1
3631,Bachelors,2015,1.0,3,31,1,0,4,0
3632,Bachelors,2012,1.0,3,36,1,1,0,0
3633,Masters,2017,0.5,2,35,1,0,1,1
3635,Bachelors,2017,0.5,3,33,1,1,5,0
3636,Bachelors,2016,1.0,3,34,1,0,2,0
3637,Bachelors,2017,1.0,3,39,1,0,3,0
3638,Bachelors,2018,1.0,3,38,1,0,0,1
3639,Bachelors,2012,0.5,2,35,0,0,1,1
3640,Bachelors,2015,0.5,2,40,0,1,5,1
3641,Bachelors,2017,0.5,3,41,1,0,3,0
3642,Bachelors,2016,1.0,1,33,0,1,3,0
3643,Masters,2017,0.0,1,40,1,0,0,0
3644,Bachelors,2018,1.0,3,33,0,0,3,1
3645,Bachelors,2015,1.0,3,38,1,0,1,1
3646,Masters,2017,1.0,2,32,1,0,2,0
3647,Bachelors,2014,0.5,3,32,1,1,2,0
3649,Bachelors,2016,0.5,2,37,0,0,2,1
3650,Bachelors,2015,1.0,3,40,1,0,5,0
